gr_bin,ri_bin,class,count
0.25,0.3,GALAXY,98
2.05,1.35,GALAXY,67
0.5,0.95,GALAXY,56
0.65,0.25,QSO,62
0.5,-0.1,QSO,84
0.15,0.85,GALAXY,25
0.2,-0.15,QSO,203
-0.05,0.0,QSO,195
0.65,0.15,GALAXY,57
0.15,-0.15,STAR,53
2.35,1.4,GALAXY,26
0.2,0.05,STAR,473
1.6,1.25,GALAXY,257
1.2,0.8,GALAXY,227
0.9,1.1,GALAXY,52
0.85,0.25,GALAXY,39
0.9,0.25,GALAXY,48
1.4,0.4,GALAXY,26
2.55,1.2,GALAXY,47
0.5,0.1,GALAXY,48
0.7,0.3,QSO,59
1.35,1.1,GALAXY,251
2.1,1.3,GALAXY,82
0.3,-0.1,STAR,58
1.6,1.3,STAR,51
-0.25,0.2,QSO,44
0.7,0.1,STAR,32
1.65,1.25,STAR,34
1.45,1.3,STAR,85
1.65,1.2,STAR,36
0.4,-0.05,STAR,78
0.1,0.35,QSO,358
0.65,-0.1,QSO,27
1.5,0.45,GALAXY,79
0.65,0.6,QSO,37
1.2,1.25,GALAXY,75
0.75,0.75,GALAXY,89
1.4,0.7,STAR,111
1.1,0.55,GALAXY,409
0.45,0.0,STAR,81
1.25,1.15,STAR,30
2.35,0.95,GALAXY,39
2.05,0.75,GALAXY,70
1.95,0.55,GALAXY,81
0.5,0.0,GALAXY,39
0.95,1.15,GALAXY,39
-0.45,-0.3,STAR,41
0.25,0.65,QSO,21
-0.1,0.45,QSO,72
1.6,0.85,STAR,51
0.2,0.25,GALAXY,80
1.05,0.5,STAR,79
1.3,0.75,STAR,32
2.1,0.65,GALAXY,36
0.3,0.9,GALAXY,37
1.15,0.35,STAR,50
0.5,0.85,GALAXY,79
0.4,1.05,GALAXY,23
0.65,0.1,GALAXY,35
1.5,1.4,GALAXY,64
2.45,1.05,GALAXY,42
2.9,1.1,GALAXY,24
0.0,0.1,STAR,77
1.05,1.25,GALAXY,42
1.0,0.3,STAR,93
0.7,-0.05,QSO,31
2.85,1.15,GALAXY,35
1.1,0.85,GALAXY,156
1.0,0.45,STAR,106
0.55,0.05,STAR,69
0.6,-0.1,QSO,40
1.65,1.4,STAR,36
0.5,-0.05,STAR,23
1.3,1.5,STAR,24
0.8,0.45,STAR,38
1.3,1.35,STAR,30
0.75,-0.05,QSO,22
0.05,0.55,QSO,47
0.65,1.15,GALAXY,30
1.1,0.55,STAR,54
0.2,-0.25,STAR,22
-0.2,-0.2,STAR,101
0.4,1.15,GALAXY,22
0.7,0.45,QSO,56
0.85,0.6,GALAXY,83
1.35,0.45,STAR,24
0.15,-0.1,GALAXY,22
0.55,1.1,GALAXY,34
0.5,0.6,GALAXY,91
0.4,0.7,GALAXY,70
0.4,0.95,GALAXY,31
0.25,0.7,GALAXY,29
2.3,1.1,GALAXY,71
2.4,1.15,GALAXY,68
1.2,1.2,STAR,25
0.25,-0.05,GALAXY,26
0.3,0.45,GALAXY,54
0.75,1.1,GALAXY,41
1.65,1.0,STAR,29
1.35,1.1,STAR,61
1.2,1.15,STAR,22
1.7,1.45,STAR,26
1.4,1.35,STAR,91
1.2,0.6,STAR,43
0.55,0.5,GALAXY,95
2.4,0.95,GALAXY,28
0.2,0.4,GALAXY,34
1.35,0.8,STAR,48
0.25,1.0,GALAXY,21
0.3,0.65,QSO,34
0.65,0.55,QSO,39
1.4,1.55,STAR,27
0.2,0.5,GALAXY,28
0.45,0.95,GALAXY,46
1.3,0.5,STAR,77
1.0,0.3,GALAXY,41
-0.05,-0.15,STAR,64
1.0,0.45,QSO,22
0.85,0.15,GALAXY,28
0.85,0.5,QSO,29
0.1,-0.05,GALAXY,26
-0.35,-0.25,STAR,78
0.15,-0.2,STAR,26
-0.1,-0.15,STAR,100
-0.15,0.1,STAR,26
1.15,0.55,STAR,67
-0.2,-0.05,STAR,21
1.3,0.8,STAR,36
0.25,0.85,GALAXY,25
1.25,1.3,STAR,30
